rank,wordform,count,per_million
122,еиуеиԥшым,406,717.2
123,абри,406,717.2
124,шаблон,406,717.2
125,еиду,405,715.4
126,мамзаргьы,404,713.7
127,ахьарԥшқәа,403,711.9
128,ахада,398,703.1
129,амзар,398,703.1
130,америкатәи,397,701.3
131,аамҭа,394,696.0
132,акыр,394,696.0
133,иаанхоит,394,696.0
134,кириллтәи,392,692.5
135,рҟны,391,690.7
136,как,391,690.7
137,иҟан,390,688.9
138,даҽа,384,678.3
139,странице,384,678.3
140,атәыла,382,674.8
141,хада,381,673.0
142,аҩбатәи,373,658.9
143,апрезидент,370,653.6
144,жәларбжьаратәи,370,653.6
145,анҵәамҭанӡа,370,653.6
146,наполеон,370,653.6
147,григориантәи,369,651.8
148,акәын,363,641.2
149,список,359,634.2
150,зху,358,632.4
151,ҩык,355,627.1
152,уҳәа,348,614.7
153,от,347,613.0
154,ма,346,611.2
155,ус,345,609.4
156,убасгьы,341,602.4
157,ареспублика,339,598.8
158,ауаҩы,335,591.8
159,атәылақәа,332,586.5
160,ауааԥсыра,330,583.0
161,дара,328,579.4
162,рхы,327,577.7
163,аҟнытә,326,575.9
164,змаз,325,574.1
165,аан,325,574.1
166,при,319,563.5
167,гьаргь,318,561.8
168,акласс,315,556.5
169,ар,314,554.7
170,амшын,313,552.9
171,нбан,313,552.9
172,вы,312,551.2
173,ахы,311,549.4
174,участник,311,549.4
175,см,309,545.9
176,что,308,544.1
177,рыҟны,306,540.6
178,аофициалтә,305,538.8
179,википедия,304,537.0
180,википедии,302,533.5
181,аҩадатәи,300,530.0
182,ссср,300,530.0
183,иԥсҭазаара,298,526.4
184,аԥснытәи,295,521.1
185,атеатр,291,514.1
186,шш,290,512.3
187,бзиа,290,512.3
188,реиҳа,290,512.3
189,асовет,290,512.3
190,аҳра,290,512.3
191,рахь,288,508.8
192,адунеизегьтәи,288,508.8
193,иахҟьаны,287,507.0
194,будет,285,503.5
195,используя,283,499.9
196,также,282,498.2
197,аҵара,275,485.8
198,ақырҭуа,274,484.0
199,текст,273,482.3
200,отправил,272,480.5
201,аԥсуаа,270,477.0
202,ииз,270,477.0
203,аладатәи,269,475.2
204,аԥыза-министр,267,471.7
205,абаа,265,468.1
206,урыстәылатәи,264,466.4
207,цезар,264,466.4
208,арҭ,260,459.3
209,еицырдыруа,258,455.8
210,без,258,455.8
211,дыҟан,256,452.2
212,страницы,253,446.9
213,европа,250,441.6
214,аҟәатәи,249,439.9
215,арратә,249,439.9
216,афаил,246,434.6
217,гәлиа,246,434.6
218,абиографиа,245,432.8
219,рхыԥхьаӡара,244,431.0
220,параметр,243,429.3
221,аҵыхәтәантәи,242,427.5
222,уа,241,425.7
223,амилаҭтә,240,424.0
224,амоуп,238,420.4
225,аиҿкаара,238,420.4
226,шаблона,238,420.4
227,ас,236,416.9
228,ихы,234,413.4
229,асахь,234,413.4
230,аԥхьа,232,409.8
231,аусура,231,408.1
232,хьӡы,231,408.1
233,то,230,406.3
234,раԥхьаӡа,228,402.8
235,можно,227,401.0
236,мацара,226,399.2
237,обсуждение,226,399.2
238,институт,225,397.5
239,лара,225,397.5
240,чтобы,224,395.7
241,например,224,395.7
242,атәы,223,393.9
243,анцәа,221,390.4
244,михаил,220,388.6
245,км,219,386.9
246,иҟалаз,217,383.3
247,франциа,217,383.3
248,мап,216,381.6
249,москва,216,381.6
250,быть,215,379.8
251,аштатқәа,215,379.8
252,очамчыра,214,378.0
253,шықәсқәа,214,378.0
254,аҟынтәи,212,374.5
255,островски,211,372.7
256,адура,210,371.0
257,до,209,369.2
258,за,208,367.4
259,ихадоу,207,365.7
260,театр,206,363.9
261,иҟалеит,206,363.9
262,рахьтә,205,362.1
263,ашәышықәсазы,205,362.1
264,его,202,356.8
265,роуп,201,355.1
266,раԥхьа,201,355.1
267,америка,201,355.1
268,аимпериа,199,351.5
269,ашә,197,348.0
270,аҭоурыхтә,197,348.0
271,аполитикатә,196,346.2
272,азин,193,340.9
273,арегион,191,337.4
274,избанзар,190,335.6
275,ашәышықәсақәа,188,332.1
276,аҭынха,188,332.1
277,ажәлар,188,332.1
278,илл,186,328.6
279,еиҳарак,185,326.8
280,иареи,185,326.8
281,уаҟа,185,326.8
282,ыҟоуп,184,325.0
283,ахьыӡқәа,183,323.3
284,аныхабаа,183,323.3
285,ссылки,182,321.5
286,ажәытәӡатәи,182,321.5
287,римтәи,181,319.7
288,чачба,181,319.7
289,аргылара,181,319.7
290,аӡиас,180,318.0
291,том,180,318.0
292,реиԥш,179,316.2
293,иаб,179,316.2
294,усҟан,179,316.2
295,но,179,316.2
296,ара,178,314.4
297,иреиҳаӡоу,178,314.4
298,аҭагылазаашьа,177,312.7
299,метрополитен,177,312.7
300,сара,175,309.1
301,ҟалаанӡа,175,309.1
302,еибашьра,174,307.4
303,асоветтә,174,307.4
304,республика,173,305.6
305,адгьыл,173,305.6
306,иунеско,172,303.8
307,название,171,302.1
308,движения,170,300.3
309,аусқәа,169,298.5
310,иԥа,169,298.5
311,иаҵанакуеит,168,296.8
312,ажәа,167,295.0
313,административтә,166,293.2
314,ацәаҳәа,166,293.2
315,абас,164,289.7
316,аиҳабыра,164,289.7
317,напхгара,163,287.9
318,аҭауад,162,286.2
319,иахьа,162,286.2
320,аҵакырацәара,162,286.2
321,азгәаҭа,162,286.2
322,аҟынӡа,160,282.6
323,амчра,160,282.6
324,де,160,282.6
325,иахьатәи,159,280.9
326,анырра,159,280.9
327,ҩажәи,159,280.9
328,викимедиа,159,280.9
329,языка,158,279.1
330,акәзар,157,277.3
331,аҿиара,156,275.6
332,акультуратә,156,275.6
333,так,156,275.6
334,аҳкәажә,156,275.6
335,ашәҟәы,155,273.8
336,иаҵанакуа,154,272.0
337,аҳәынҭқаррақәа,154,272.0
338,абызшәақәа,153,270.3
339,ахәыҷқәа,153,270.3
340,ахԥатәи,153,270.3
341,акәны,152,268.5
342,иуан,152,268.5
343,нас,152,268.5
344,асахьа,152,268.5
345,адунеитә,151,266.7
346,рҟынтәи,151,266.7
347,комитет,151,266.7
348,пиотр,151,266.7
349,амилаҭқәа,150,265.0
350,александр,149,263.2
351,ақалақьқәа,148,261.4
352,ҳера,148,261.4
353,дуқәа,148,261.4
354,ауаажәларратә,148,261.4
355,абхазии,148,261.4
356,об,147,259.7
357,лассы-лассы,147,259.7
358,москватәи,147,259.7
359,абызшәа,147,259.7
360,еаа,147,259.7
361,иамоуп,146,257.9
362,ажәытә,146,257.9
363,ихаҭыԥуаҩ,146,257.9
364,аман,146,257.9
365,ахцәажәара,145,256.1
366,қарҭ,145,256.1
367,реиҿкаара,145,256.1
368,другие,145,256.1
369,ракәын,144,254.4
370,языке,144,254.4
371,кавказтәи,143,252.6
372,гәдоуҭа,143,252.6
373,используется,143,252.6
374,англыз,142,250.8
375,иԥҳәыс,142,250.8
376,есть,142,250.8
377,амаҵура,141,249.1
378,бызшәала,141,249.1
379,акрызҵазкуа,141,249.1
380,часть,141,249.1
381,владимир,141,249.1
382,хьыӡқәа,141,249.1
383,леонардо,140,247.3
384,адемократиатә,140,247.3
385,мраҭашәаратәи,139,245.5
386,аҭыԥантәи,139,245.5
387,ашҟа,139,245.5
388,только,138,243.8
389,кавказ,138,243.8
390,иоуп,138,243.8
391,апоет,138,243.8
392,иаҳҳәап,138,243.8
393,ахантәаҩы,138,243.8
394,аҳҭнықалақь,137,242.0
395,ацқьа,137,242.0
396,азиа,137,242.0
397,германиа,137,242.0
398,параметры,137,242.0
399,более,137,242.0
400,система,136,240.2
401,ауниверситет,136,240.2
402,изображение,136,240.2
403,изображения,135,238.5
404,может,135,238.5
405,статья,135,238.5
406,статей,134,236.7
407,бызшәақәа,134,236.7
408,после,134,236.7
409,иазку,133,234.9
410,иазкны,133,234.9
411,ароль,132,233.2
412,далҵит,132,233.2
413,использовать,132,233.2
414,африка,132,233.2
415,бр,132,233.2
416,аиааира,131,231.4
417,ҭырқәтәыла,131,231.4
418,страниц,131,231.4
419,во,131,231.4
420,гагра,130,229.6
421,италиа,130,229.6
422,можете,130,229.6
423,ссылка,130,229.6
424,рҟынтә,129,227.9
425,аимператор,128,226.1
426,авикипедиа,127,224.3
427,ҳәынҭқарра,127,224.3
428,первый,127,224.3
429,еснагь,126,222.6
430,иан,126,222.6
431,акрал,125,220.8
432,леуан,125,220.8
433,ицәырҵит,124,219.0
434,ахәҭа,124,219.0
435,аԥсҳа,124,219.0
436,раасҭа,124,219.0
437,иарбану,124,219.0
438,аӡы,123,217.3
439,европатәи,123,217.3
440,дҭалоит,123,217.3
441,ақыҭан,123,217.3
442,акьыԥхь,123,217.3
443,акы,123,217.3
444,кәтол,123,217.3
445,ԥҳәысс,123,217.3
446,анапхгара,122,215.5
447,хыԥхьаӡара,122,215.5
448,николаи,122,215.5
449,уб,121,213.7
450,дыԥсит,121,213.7
451,еидгыла,121,213.7
452,баграт,120,212.0
453,инақәыршәаны,120,212.0
454,ҩба,119,210.2
455,мрагыларатәи,119,210.2
456,ҟаиҵеит,119,210.2
457,аберҭыԥ,119,210.2
458,аҟазара,118,208.4
459,аихамҩа,118,208.4
460,аобиектқәа,118,208.4
461,автор,118,208.4
462,ашәҟәыҩҩы,118,208.4
463,их,118,208.4
464,могут,118,208.4
465,же,118,208.4
466,ахадара,117,206.7
467,аопера,117,206.7
468,шықәсанӡа,117,206.7
469,ҿыцқәа,117,206.7
470,будут,117,206.7
471,рацәала,116,204.9
472,аҩныҵҟатәи,116,204.9
473,мы,116,204.9
474,аполитика,115,203.1
475,аҭыԥқәа,115,203.1
476,ашкол,115,203.1
477,афранцыз,115,203.1
478,код,115,203.1
479,параметра,115,203.1
480,адыррақәа,114,201.4
481,аҳцәа,114,201.4
482,аинститут,113,199.6
483,абжьаратәи,113,199.6
484,инапы,113,199.6
485,далагеит,113,199.6
486,все,113,199.6
487,борис,113,199.6
488,реизара,112,197.9
489,усҟантәи,112,197.9
490,шьаҭас,112,197.9
491,категории,112,197.9
492,ацхыраара,111,196.1
493,акультура,111,196.1
494,аҭҵаарадырратә,111,196.1
495,иоуит,111,196.1
496,страница,111,196.1
497,анышә,110,194.3
498,аҳәса,110,194.3
499,искандер,110,194.3
500,алшоит,110,194.3
501,аԥсҭазаара,110,194.3
502,ҷыдала,110,194.3
503,адгьылбжьахақәа,110,194.3
504,англиа,110,194.3
505,шеқспир,110,194.3
506,ахыбра,109,192.6
507,иаланхо,109,192.6
508,британиа,109,192.6
509,аҵакырадгьыл,108,190.8
510,асср,108,190.8
511,адәныҟатәи,108,190.8
512,асоциалтә,108,190.8
513,аҳабла,108,190.8
514,аҳәынҭқарԥҳәыс,108,190.8
515,афото,107,189.0
516,амҩа,107,189.0
517,рыман,107,189.0
518,обсуждения,107,189.0
519,аамҭақәа,106,187.3
520,ӷәӷәа,106,187.3
521,мм,106,187.3
522,иахь,106,187.3
523,аԥсра,106,187.3
524,ахеилак,106,187.3
525,жьҭаара,106,187.3
526,файл,106,187.3
527,которые,106,187.3
528,отелло,106,187.3
529,аиуит,105,185.5
530,азакәан,105,185.5
531,уахь,105,185.5
532,под,105,185.5
533,всех,105,185.5
534,аԥҵара,105,185.5
535,ҳаамҭазтәи,105,185.5
536,сср,104,183.7
537,ажәытәтәи,104,183.7
538,иу,104,183.7
539,со,104,183.7
540,анатуралтә,104,183.7
541,тяга,104,183.7
542,игәы,103,182.0
543,гәыԥ,103,182.0
544,рымоуп,103,182.0
545,время,103,182.0
546,иабзоураны,102,180.2
547,иҷыдоу,102,180.2
548,аланхо,102,180.2
549,ҵаҟатәи,102,180.2
550,следует,102,180.2
551,аӡәырҩы,102,180.2
552,иашьа,102,180.2
553,текста,102,180.2
554,шара,101,178.4
555,университет,101,178.4
556,литература,101,178.4
557,дырмит,101,178.4
558,архәҭақәа,101,178.4
559,кармен,101,178.4
560,аԥҳәыс,100,176.7
561,ашьха,100,176.7
562,иман,100,176.7
563,абара,100,176.7
564,алашара,100,176.7
565,лакоба,99,174.9
566,зынӡа,99,174.9
567,иалкаау,99,174.9
568,гамсахурдиа,99,174.9
569,алитературатә,99,174.9
570,аҳәаақәа,98,173.1
571,аформа,98,173.1
572,аҭаацәара,98,173.1
573,ажәларқәа,98,173.1
574,аџьар,98,173.1
575,рашәара,98,173.1
576,қьырса,98,173.1
577,хәажәкыра,97,171.4
578,иадҳәалоу,97,171.4
579,италиатәи,97,171.4
580,да,97,171.4
581,аганахьала,97,171.4
582,инхоз,96,169.6
583,хыхьтәи,96,169.6
584,ихаҭа,96,169.6
585,дуӡӡа,96,169.6
586,издателя,96,169.6
587,араҟа,95,167.8
588,аларҵәара,95,167.8
589,анна,95,167.8
590,ль,95,167.8
591,имҩаԥысит,94,166.1
592,части,94,166.1
593,случае,94,166.1
594,аҵарауаа,94,166.1
595,акырӡа,94,166.1
596,аҵаҟа,94,166.1
597,абҵара,94,166.1
598,ахәҭаҷ,94,166.1
599,аҩӡба,94,166.1
600,трамвай,94,166.1
601,агхақәа,94,166.1
602,аҵакы,93,164.3
603,иԥхьаӡоуп,93,164.3
604,рышьҭахь,93,164.3
605,ҟазшьа,93,164.3
606,амаҵзура,93,164.3
607,ҟаԥшь,93,164.3
608,категория,93,164.3
609,аҩныҵҟа,92,162.5
610,заатәи,92,162.5
611,аиҳабы,92,162.5
612,аекономикатә,92,162.5
613,цәыббра,92,162.5
614,иаарласны,92,162.5
615,еар,92,162.5
616,ез,92,162.5
617,арӡынба,91,160.8
618,ахаҳә,91,160.8
619,иакәын,91,160.8
620,ҩыџьа,91,160.8
621,дҟалеит,91,160.8
622,аган,90,159.0
623,иреиуоуп,90,159.0
624,ҳара,90,159.0
625,абааш,90,159.0
626,того,90,159.0
627,аибашьрақәа,90,159.0
628,изы,89,157.2
629,иван,89,157.2
630,апиеса,89,157.2
631,имя,89,157.2
632,параметров,89,157.2
633,егь,88,155.5
634,анқәаб,88,155.5
635,афедерациа,88,155.5
636,агәра,88,155.5
637,иҩымҭақәа,88,155.5
638,аилазаара,88,155.5
639,далгоит,88,155.5
640,использования,88,155.5
641,участники,88,155.5
642,нет,88,155.5
643,амҵан,88,155.5
644,арыцхә,87,153.7
645,иреиҳау,87,153.7
646,хеилак,87,153.7
647,агубернатор,87,153.7
648,ареволиуциа,87,153.7
649,ауаажәларра,87,153.7
650,рим,87,153.7
651,аҳиԥа,87,153.7
652,адиан,87,153.7
653,аура,86,151.9
654,школ,86,151.9
655,инареиҳаны,86,151.9
656,страницу,86,151.9
657,аполитик,86,151.9
658,абиблиографиа,86,151.9
659,иҟалап,86,151.9
660,рсиа,86,151.9
661,иӡыз,86,151.9
662,диграф,86,151.9
663,еиқәа,85,150.2
664,ируакуп,85,150.2
665,абарҭ,85,150.2
666,ауеит,85,150.2
667,змам,85,150.2
668,иԥҳа,85,150.2
669,бызшәеи,85,150.2
670,ибзианы,85,150.2
671,иуҳәозар,85,150.2
672,азал,85,150.2
673,аиҭарҿиара,85,150.2
674,сша,85,150.2
675,шаблонов,85,150.2
676,аҩны,84,148.4
677,рацәаны,84,148.4
678,тҟәарчал,84,148.4
679,нанҳәа,84,148.4
680,мета-вики,84,148.4
681,совет,84,148.4
682,алфавит,83,146.6
683,имоуп,83,146.6
684,адырра,83,146.6
685,далгеит,83,146.6
686,алшара,83,146.6
687,лаҵара,83,146.6
688,номер,83,146.6
689,пример,83,146.6
690,гаи,83,146.6
691,активла,82,144.9
692,ирацәаны,82,144.9
693,адгылара,82,144.9
694,уаанӡа,82,144.9
695,рацәа,82,144.9
696,иҩуан,82,144.9
697,год,82,144.9
698,испаниа,82,144.9
699,ишоит,82,144.9
700,он,82,144.9
701,изображений,82,144.9
702,использование,82,144.9
703,соломон,82,144.9
704,иргылан,81,143.1
705,абжьаратә,81,143.1
706,иҟаҵаз,81,143.1
707,азҵаарақәа,81,143.1
708,ҟалоит,81,143.1
709,анагӡаратә,81,143.1
710,пожалуйста,81,143.1
711,ссылок,81,143.1
712,тә,81,143.1
713,вмс,81,143.1
714,бизе,81,143.1
715,фонд,80,141.3
716,агәаанагара,80,141.3
717,нызқьҩык,80,141.3
718,горки,80,141.3
719,париж,80,141.3
720,ҵакы,80,141.3
721,стиль,80,141.3
722,антисемитизм,80,141.3
723,стратегии,80,141.3
724,ахатәы,79,139.6
725,ҭагылазаашьа,79,139.6
726,инхо,79,139.6
727,усура,79,139.6
728,аҵиаақәа,79,139.6
729,аҳасабала,78,137.8
730,ҭынха,78,137.8
731,аиқәшаҳаҭра,78,137.8
732,акәымкәа,78,137.8
733,карл,78,137.8
734,между,78,137.8
735,других,78,137.8
736,анапхгаҩы,78,137.8
737,ҟалеит,78,137.8
738,книга,78,137.8
739,анаҩстәи,78,137.8
740,ра,78,137.8
741,шамахамзар,77,136.0
742,имҩаԥысуаз,77,136.0
743,далахәын,77,136.0
744,апартиа,77,136.0
745,аҳәынҭқар,77,136.0
746,азааигәара,77,136.0
747,иарбан,77,136.0
748,даҽакала,77,136.0
749,раԥхьаӡакәны,77,136.0
750,шәҟәыҩҩы,77,136.0
751,индиа,77,136.0
752,апроект,76,134.3
753,багаԥшь,76,134.3
754,сергеи,76,134.3
755,апремиа,76,134.3
756,хықәкыс,76,134.3
757,нарҭаа,76,134.3
758,истории,76,134.3
759,мысра,76,134.3
760,иури,76,134.3
761,толстои,76,134.3
762,перевод,76,134.3
763,хадақәа,75,132.5
764,хԥа,75,132.5
765,хадас,75,132.5
766,адагьы,75,132.5
767,ақьырсианра,75,132.5
768,ашәҟәыҩҩцәа,75,132.5
769,ауриацәа,75,132.5
770,ԥсҭазаара,75,132.5
771,лондон,75,132.5
772,здесь,75,132.5
773,метро,75,132.5
774,гь,75,132.5
775,попечителей,75,132.5
776,апарламент,74,130.7
777,алагамҭазы,74,130.7
778,ахара,74,130.7
779,иаразнак,74,130.7
780,еиҳаракгьы,74,130.7
781,руак,74,130.7
782,иҿыцу,74,130.7
783,қарҭли,74,130.7
784,ауахәаматә,74,130.7
785,иамоу,74,130.7
786,аҭара,74,130.7
787,иосиф,74,130.7
788,названия,74,130.7
789,статье,74,130.7
790,ир,73,129.0
791,ирацәоуп,73,129.0
792,культура,73,129.0
793,рҟнытә,73,129.0
794,должны,73,129.0
795,мчра,73,129.0
796,ақәгылара,73,129.0
797,агрба,73,129.0
798,акәхеит,73,129.0
799,голосования,73,129.0
800,содержание,73,129.0
801,адҩыла,73,129.0
802,иуԥылоит,72,127.2
803,егьырҭгьы,72,127.2
804,аганахь,72,127.2
805,аҟаҵара,72,127.2
806,агәыԥ,72,127.2
807,аҵарауаҩ,72,127.2
808,аԥара,72,127.2
809,выпуск,72,127.2
810,ицәырҵыз,72,127.2
811,британиатәи,72,127.2
812,трамп,72,127.2
813,станций,72,127.2
814,номера,72,127.2
815,уара,71,125.4
816,аҭырқәцәа,71,125.4
817,центр,71,125.4
818,азеиԥш,71,125.4
819,ахан,71,125.4
820,аҭынчра,71,125.4
821,даараӡа,71,125.4
822,хаҭала,71,125.4
823,ыҟан,71,125.4
824,населения,71,125.4
825,алхрақәа,71,125.4
826,проект,71,125.4
827,асахьақәа,71,125.4
828,книги,71,125.4
829,вместо,71,125.4
830,амраҭашәаратә,71,125.4
831,линия,71,125.4
832,мықәтәи,71,125.4
833,анҵәамҭазы,70,123.7
834,ахәҭаҿы,70,123.7
835,ҷанба,70,123.7
836,азҵаара,70,123.7
837,аҟәша,70,123.7
838,ақьырсиантә,70,123.7
839,реидгыла,70,123.7
840,лев,70,123.7
841,ажурнал,70,123.7
842,когда,70,123.7
843,вас,70,123.7
844,горбачиов,70,123.7
845,амедиавики,69,121.9
846,шықәсык,69,121.9
847,ҭыԥ,69,121.9
848,рыҩныҵҟа,69,121.9
849,константин,69,121.9
850,имҩаԥгаз,69,121.9
851,аҽны,69,121.9
852,аинрал,69,121.9
853,ажәақәа,69,121.9
854,атәылаҿацә,69,121.9
855,участников,69,121.9
856,аасҭа,69,121.9
857,адгьылбжьаха,69,121.9
858,иргылоуп,69,121.9
859,агәабзиарахьчара,68,120.1
860,михаил-иԥа,68,120.1
861,амҳаџьырра,68,120.1
862,қырҭтәылатәи,68,120.1
863,ирыхҟьаны,68,120.1
864,разделе,68,120.1
865,аинформациа,68,120.1
866,ҳаҭыр,68,120.1
867,иалалеит,68,120.1
868,они,68,120.1
869,марр,68,120.1
870,иҟаиҵаз,67,118.4
871,ргәы,67,118.4
872,иҭыҵит,67,118.4
873,нужно,67,118.4
874,шәҟәқәа,67,118.4
875,рнапы,67,118.4
876,ааԥхьара,67,118.4
877,иапониа,67,118.4
878,спб,67,118.4
879,вам,67,118.4
880,ареволиуциатә,67,118.4
881,ниу-иорк,67,118.4
882,атомтә,67,118.4
883,хозе,67,118.4
884,реиҳарак,66,116.6
885,иаԥҵан,66,116.6
886,аишьҭагылашьа,66,116.6
887,партиа,66,116.6
888,автономтә,66,116.6
889,абаҟа,66,116.6
890,изышьҭоу,66,116.6
891,шаблоны,66,116.6
892,асцена,66,116.6
893,участие,66,116.6
894,макиавелли,66,116.6
895,архитектура,65,114.8
896,зураб,65,114.8
897,ирымаз,65,114.8
898,анемец,65,114.8
899,амч,65,114.8
900,переписи,65,114.8
901,ельцин,65,114.8
902,иԥшьоу,65,114.8
903,значение,65,114.8
904,асценаҿы,65,114.8
905,аиҿкаарақәа,65,114.8
906,устава,65,114.8
907,жәпакы,64,113.1
908,османтәи,64,113.1
909,иманы,64,113.1
910,алитературеи,64,113.1
911,аҭоурыхи,64,113.1
912,рҭоурых,64,113.1
913,аԥсабара,64,113.1
914,зхы,64,113.1
915,ашәа,64,113.1
916,андреи,64,113.1
917,раахыс,64,113.1
918,имени,64,113.1
919,используйте,64,113.1
920,хь,64,113.1
921,жәабран,64,113.1
922,рамзар,64,113.1
923,миллионҩык,64,113.1
924,поведения,64,113.1
925,примеры,64,113.1
926,аҵыхәтәаны,64,113.1
927,мартин,64,113.1
928,параметре,64,113.1
929,иаԥҵаз,63,111.3
930,иаҳасабала,63,111.3
931,факультет,63,111.3
932,алагьы,63,111.3
933,еицырдыруаз,63,111.3
934,ҷлоу,63,111.3
935,раԥхьаӡатәи,63,111.3
936,над,63,111.3
937,аӡәы,63,111.3
938,аспектакль,63,111.3
939,голосование,63,111.3
940,иопера,63,111.3
941,винчи,63,111.3
942,места,63,111.3
943,аккад,63,111.3
944,война,63,111.3
945,марта,63,111.3
946,ԥхынгәы,63,111.3
947,ангела,63,111.3
948,даналга,62,109.5
949,ихатә,62,109.5
950,аконституциа,62,109.5
951,ракадемиа,62,109.5
952,ахыҵхырҭақәа,62,109.5
953,уажәы,62,109.5
954,археологиатә,62,109.5
955,омар,62,109.5
956,иазгәаҭатәуп,62,109.5
957,адгьылқәа,62,109.5
958,мза,62,109.5
959,агазеҭ,62,109.5
960,начало,62,109.5
961,день,62,109.5
962,британиаду,62,109.5
963,подпись,62,109.5
964,иадырхәон,62,109.5
965,иԥсра,62,109.5
966,бедиатәи,62,109.5
967,кастро,62,109.5
968,меркель,62,109.5
969,амра,61,107.8
970,аӡиасқәа,61,107.8
971,аусбарҭа,61,107.8
972,аџьынџьтәылатә,61,107.8
973,ҵиаа,61,107.8
974,атерриториа,61,107.8
975,иаку,61,107.8
976,дцәырҵит,61,107.8
977,злоу,61,107.8
978,иаман,61,107.8
979,ароман,61,107.8
980,ахаҿы,61,107.8
981,фонда,61,107.8
982,тәыла,61,107.8
983,амузыка,61,107.8
984,ракәзар,61,107.8
985,году,61,107.8
986,ақәгыларақәа,61,107.8
987,аҭӡамцқәа,61,107.8
988,аккадтәи,61,107.8
989,акгьы,60,106.0
990,иалагоит,60,106.0
991,аминистрцәа,60,106.0
992,ԥшьба,60,106.0
993,аԥсни,60,106.0
994,уахәама,60,106.0
995,найти,60,106.0
996,иҳәеит,60,106.0
997,усзуҩы,60,106.0
998,инал-иԥа,60,106.0
999,арыцхәқәа,60,106.0
1000,тома,60,106.0
1001,фазиль,60,106.0
1002,конго,60,106.0
1003,ашьхақәа,59,104.2
1004,ахәҭақәа,59,104.2
1005,аԥсныҟа,59,104.2
1006,иҵон,59,104.2
1007,куба,59,104.2
1008,ахадас,59,104.2
1009,илшеит,59,104.2
1010,инхон,59,104.2
